C	score	target_system	training_systems
0.0010	0.7069	RIKEN	RIKEN
0.0100	0.7069	RIKEN	RIKEN
0.1000	0.7601	RIKEN	RIKEN
1.0000	0.7719	RIKEN	RIKEN
10.0000	0.7779	RIKEN	RIKEN
100.0000	0.7433	RIKEN	RIKEN
1000.0000	0.7093	RIKEN	RIKEN
0.0010	0.6993	RIKEN	RIKEN
0.0100	0.6993	RIKEN	RIKEN
0.1000	0.7396	RIKEN	RIKEN
1.0000	0.7499	RIKEN	RIKEN
10.0000	0.7460	RIKEN	RIKEN
100.0000	0.7213	RIKEN	RIKEN
1000.0000	0.7017	RIKEN	RIKEN
0.0010	0.7054	RIKEN	RIKEN
0.0100	0.7054	RIKEN	RIKEN
0.1000	0.7503	RIKEN	RIKEN
1.0000	0.7725	RIKEN	RIKEN
10.0000	0.7732	RIKEN	RIKEN
100.0000	0.7347	RIKEN	RIKEN
1000.0000	0.7115	RIKEN	RIKEN
0.0010	0.7142	RIKEN	RIKEN
0.0100	0.7142	RIKEN	RIKEN
0.1000	0.7674	RIKEN	RIKEN
1.0000	0.7856	RIKEN	RIKEN
10.0000	0.7869	RIKEN	RIKEN
100.0000	0.7445	RIKEN	RIKEN
1000.0000	0.7176	RIKEN	RIKEN
0.0010	0.7006	RIKEN	RIKEN
0.0100	0.7006	RIKEN	RIKEN
0.1000	0.7410	RIKEN	RIKEN
1.0000	0.7608	RIKEN	RIKEN
10.0000	0.7582	RIKEN	RIKEN
100.0000	0.7316	RIKEN	RIKEN
1000.0000	0.7023	RIKEN	RIKEN
0.0010	0.7084	RIKEN	RIKEN
0.0100	0.7084	RIKEN	RIKEN
0.1000	0.7473	RIKEN	RIKEN
1.0000	0.7723	RIKEN	RIKEN
10.0000	0.7773	RIKEN	RIKEN
100.0000	0.7393	RIKEN	RIKEN
1000.0000	0.7120	RIKEN	RIKEN
0.0010	0.6965	RIKEN	RIKEN
0.0100	0.6965	RIKEN	RIKEN
0.1000	0.7320	RIKEN	RIKEN
1.0000	0.7579	RIKEN	RIKEN
10.0000	0.7638	RIKEN	RIKEN
100.0000	0.7091	RIKEN	RIKEN
1000.0000	0.6989	RIKEN	RIKEN
0.0010	0.7167	RIKEN	RIKEN
0.0100	0.7167	RIKEN	RIKEN
0.1000	0.7468	RIKEN	RIKEN
1.0000	0.7578	RIKEN	RIKEN
10.0000	0.7548	RIKEN	RIKEN
100.0000	0.7384	RIKEN	RIKEN
1000.0000	0.7194	RIKEN	RIKEN
0.0010	0.7237	RIKEN	RIKEN
0.0100	0.7237	RIKEN	RIKEN
0.1000	0.7440	RIKEN	RIKEN
1.0000	0.7423	RIKEN	RIKEN
10.0000	0.7477	RIKEN	RIKEN
100.0000	0.7389	RIKEN	RIKEN
1000.0000	0.7271	RIKEN	RIKEN
0.0010	0.7047	RIKEN	RIKEN
0.0100	0.7047	RIKEN	RIKEN
0.1000	0.7494	RIKEN	RIKEN
1.0000	0.7730	RIKEN	RIKEN
10.0000	0.7736	RIKEN	RIKEN
100.0000	0.7326	RIKEN	RIKEN
1000.0000	0.7057	RIKEN	RIKEN
0.0010	0.6675	RIKEN	RIKEN
0.0100	0.6675	RIKEN	RIKEN
0.1000	0.7204	RIKEN	RIKEN
1.0000	0.7416	RIKEN	RIKEN
10.0000	0.7410	RIKEN	RIKEN
100.0000	0.7039	RIKEN	RIKEN
1000.0000	0.6719	RIKEN	RIKEN
0.0010	0.7049	RIKEN	RIKEN
0.0100	0.7049	RIKEN	RIKEN
0.1000	0.7590	RIKEN	RIKEN
1.0000	0.7646	RIKEN	RIKEN
10.0000	0.7727	RIKEN	RIKEN
100.0000	0.7423	RIKEN	RIKEN
1000.0000	0.7105	RIKEN	RIKEN
0.0010	0.6648	RIKEN	RIKEN
0.0100	0.6648	RIKEN	RIKEN
0.1000	0.7161	RIKEN	RIKEN
1.0000	0.7315	RIKEN	RIKEN
10.0000	0.7295	RIKEN	RIKEN
100.0000	0.6936	RIKEN	RIKEN
1000.0000	0.6708	RIKEN	RIKEN
0.0010	0.6839	RIKEN	RIKEN
0.0100	0.6839	RIKEN	RIKEN
0.1000	0.7210	RIKEN	RIKEN
1.0000	0.7464	RIKEN	RIKEN
10.0000	0.7598	RIKEN	RIKEN
100.0000	0.7073	RIKEN	RIKEN
1000.0000	0.6869	RIKEN	RIKEN
0.0010	0.6736	RIKEN	RIKEN
0.0100	0.6736	RIKEN	RIKEN
0.1000	0.7263	RIKEN	RIKEN
1.0000	0.7328	RIKEN	RIKEN
10.0000	0.7355	RIKEN	RIKEN
100.0000	0.7094	RIKEN	RIKEN
1000.0000	0.6751	RIKEN	RIKEN
0.0010	0.7030	RIKEN	RIKEN
0.0100	0.7030	RIKEN	RIKEN
0.1000	0.7458	RIKEN	RIKEN
1.0000	0.7514	RIKEN	RIKEN
10.0000	0.7520	RIKEN	RIKEN
100.0000	0.7297	RIKEN	RIKEN
1000.0000	0.7057	RIKEN	RIKEN
0.0010	0.6707	RIKEN	RIKEN
0.0100	0.6707	RIKEN	RIKEN
0.1000	0.7197	RIKEN	RIKEN
1.0000	0.7378	RIKEN	RIKEN
10.0000	0.7395	RIKEN	RIKEN
100.0000	0.7045	RIKEN	RIKEN
1000.0000	0.6743	RIKEN	RIKEN
0.0010	0.7061	RIKEN	RIKEN
0.0100	0.7061	RIKEN	RIKEN
0.1000	0.7439	RIKEN	RIKEN
1.0000	0.7597	RIKEN	RIKEN
10.0000	0.7609	RIKEN	RIKEN
100.0000	0.7252	RIKEN	RIKEN
1000.0000	0.7091	RIKEN	RIKEN
0.0010	0.6815	RIKEN	RIKEN
0.0100	0.6815	RIKEN	RIKEN
0.1000	0.7209	RIKEN	RIKEN
1.0000	0.7199	RIKEN	RIKEN
10.0000	0.7209	RIKEN	RIKEN
100.0000	0.7114	RIKEN	RIKEN
1000.0000	0.6855	RIKEN	RIKEN
0.0010	0.6867	RIKEN	RIKEN
0.0100	0.6867	RIKEN	RIKEN
0.1000	0.7569	RIKEN	RIKEN
1.0000	0.7733	RIKEN	RIKEN
10.0000	0.7790	RIKEN	RIKEN
100.0000	0.7364	RIKEN	RIKEN
1000.0000	0.6934	RIKEN	RIKEN
0.0010	0.7003	RIKEN	RIKEN
0.0100	0.7003	RIKEN	RIKEN
0.1000	0.7599	RIKEN	RIKEN
1.0000	0.7759	RIKEN	RIKEN
10.0000	0.7714	RIKEN	RIKEN
100.0000	0.7385	RIKEN	RIKEN
1000.0000	0.7038	RIKEN	RIKEN
0.0010	0.7049	RIKEN	RIKEN
0.0100	0.7049	RIKEN	RIKEN
0.1000	0.7770	RIKEN	RIKEN
1.0000	0.7969	RIKEN	RIKEN
10.0000	0.7980	RIKEN	RIKEN
100.0000	0.7645	RIKEN	RIKEN
1000.0000	0.7112	RIKEN	RIKEN
0.0010	0.6985	RIKEN	RIKEN
0.0100	0.6985	RIKEN	RIKEN
0.1000	0.7377	RIKEN	RIKEN
1.0000	0.7498	RIKEN	RIKEN
10.0000	0.7455	RIKEN	RIKEN
100.0000	0.7317	RIKEN	RIKEN
1000.0000	0.7018	RIKEN	RIKEN
0.0010	0.6778	RIKEN	RIKEN
0.0100	0.6778	RIKEN	RIKEN
0.1000	0.7486	RIKEN	RIKEN
1.0000	0.7513	RIKEN	RIKEN
10.0000	0.7530	RIKEN	RIKEN
100.0000	0.7230	RIKEN	RIKEN
1000.0000	0.6828	RIKEN	RIKEN
0.0010	0.7139	RIKEN	RIKEN
0.0100	0.7139	RIKEN	RIKEN
0.1000	0.7745	RIKEN	RIKEN
1.0000	0.7755	RIKEN	RIKEN
10.0000	0.7721	RIKEN	RIKEN
100.0000	0.7513	RIKEN	RIKEN
1000.0000	0.7210	RIKEN	RIKEN
0.0010	0.7072	RIKEN	RIKEN
0.0100	0.7072	RIKEN	RIKEN
0.1000	0.8059	RIKEN	RIKEN
1.0000	0.8178	RIKEN	RIKEN
10.0000	0.8166	RIKEN	RIKEN
100.0000	0.7848	RIKEN	RIKEN
1000.0000	0.7179	RIKEN	RIKEN
0.0010	0.6891	RIKEN	RIKEN
0.0100	0.6891	RIKEN	RIKEN
0.1000	0.7911	RIKEN	RIKEN
1.0000	0.7999	RIKEN	RIKEN
10.0000	0.7918	RIKEN	RIKEN
100.0000	0.7498	RIKEN	RIKEN
1000.0000	0.6981	RIKEN	RIKEN
0.0010	0.6865	RIKEN	RIKEN
0.0100	0.6865	RIKEN	RIKEN
0.1000	0.7708	RIKEN	RIKEN
1.0000	0.7832	RIKEN	RIKEN
10.0000	0.7788	RIKEN	RIKEN
100.0000	0.7530	RIKEN	RIKEN
1000.0000	0.6940	RIKEN	RIKEN
0.0010	0.6885	RIKEN	RIKEN
0.0100	0.6885	RIKEN	RIKEN
0.1000	0.7573	RIKEN	RIKEN
1.0000	0.7642	RIKEN	RIKEN
10.0000	0.7668	RIKEN	RIKEN
100.0000	0.7455	RIKEN	RIKEN
1000.0000	0.6980	RIKEN	RIKEN
0.0010	0.7059	RIKEN	RIKEN
0.0100	0.7059	RIKEN	RIKEN
0.1000	0.7847	RIKEN	RIKEN
1.0000	0.7930	RIKEN	RIKEN
10.0000	0.7959	RIKEN	RIKEN
100.0000	0.7698	RIKEN	RIKEN
1000.0000	0.7118	RIKEN	RIKEN
0.0010	0.6795	RIKEN	RIKEN
0.0100	0.6795	RIKEN	RIKEN
0.1000	0.7694	RIKEN	RIKEN
1.0000	0.7806	RIKEN	RIKEN
