C	epsilon	target_system	training_systems
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
100.0000	0.0100	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
0.0010	1.5000	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
10.0000	0.0250	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.0500	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.0250	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.0500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.0100	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
0.0010	1.5000	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.0100	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.0500	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.0100	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.2500	MTBLS4	MTBLS4
10.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1000	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
100.0000	0.1500	MTBLS4	MTBLS4
10.0000	0.1000	MTBLS4	MTBLS4
